Date,Balance
2019-03-11,0.2129479085
2019-03-12,-0.362457289
2019-03-13,-0.2872557379
2019-03-14,0.2837458581
2019-03-15,-0.03256291701
2019-03-16,0.0
2019-03-17,0.0
2019-03-18,-0.1527995135
2019-03-19,-0.09528013939
2019-03-20,-0.3293227649
2019-03-21,0.1777199371
2019-03-22,-0.4569425135
2019-03-23,0.0
2019-03-24,0.0
2019-03-25,-0.6506686485
2019-03-26,-0.3465657593
2019-03-27,0.1934407016
2019-03-28,-0.2228700868
2019-03-29,1.08194226
2019-03-30,0.0
2019-03-31,0.0
2019-04-01,-1.66
2019-04-02,-0.2503199934
2019-04-03,0.1954575298
2019-04-04,-0.1734304525
2019-04-05,0.7087622109
2019-04-06,0.0
2019-04-07,0.0
2019-04-08,-0.09891806109
2019-04-09,0.09065800074
2019-04-10,0.620116265
2019-04-11,-0.07920856504
2019-04-12,0.1849544908
2019-04-13,0.0
2019-04-14,0.0
2019-04-15,-0.0871265972
2019-04-16,0.02684660474
2019-04-17,-0.2817807087
2019-04-18,-0.1534347755
2019-04-19,-0.1046584143
2019-04-20,0.0
2019-04-21,0.0
2019-04-22,0.3932488966
2019-04-23,0.4938895632
2019-04-24,-0.06983370061
2019-04-25,-0.9814275858
2019-04-26,-0.4028313729
2019-04-27,0.0
2019-04-28,0.0
2019-04-29,-0.1591645465
2019-04-30,0.1957162149
2019-05-01,0.0
2019-05-02,0.0
2019-05-03,0.0
2019-05-04,0.0
2019-05-05,0.0
2019-05-06,-0.5458754998
2019-05-07,1.15360421
2019-05-08,0.2093737066
2019-05-09,0.0
2019-05-10,0.0
2019-05-11,0.0
2019-05-12,0.0
2019-05-13,0.2811458882
2019-05-14,0.1950744469
2019-05-15,0.08181155151
2019-05-16,-0.008471007694
2019-05-17,-0.361783311
2019-05-18,0.0
2019-05-19,0.0
2019-05-20,-0.1988767149
2019-05-21,0.2019876415
2019-05-22,0.1079703673
2019-05-23,0.1205795151
2019-05-24,-0.1568415598
2019-05-25,0.0
2019-05-26,0.0
2019-05-27,-0.6057732263
2019-05-28,-0.3437037922
2019-05-29,-0.53593334
2019-05-30,-0.406635379
2019-05-31,-0.2491888973
2019-06-01,0.0
2019-06-02,0.0
2019-06-03,-0.4623967529
2019-06-04,-0.399752368
2019-06-05,-0.2706785604
2019-06-06,-0.4888117352
2019-06-07,-0.455982616
2019-06-08,0.0
2019-06-09,0.0
2019-06-10,-0.2669776344
2019-06-11,-0.2270116042
2019-06-12,0.0
2019-06-13,-0.2125402482
2019-06-14,-0.5358284562
2019-06-15,0.0
2019-06-16,0.0
2019-06-17,-0.5975843375
2019-06-18,-0.5506286615
2019-06-19,-0.4203168483
2019-06-20,-0.2521607654
2019-06-21,-0.4959197069
2019-06-22,0.0
2019-06-23,0.0
2019-06-24,-0.6544248208
2019-06-25,-0.3921347699
2019-06-26,-0.4759828667
2019-06-27,-0.03251580676
2019-06-28,0.229021836
2019-06-29,0.0
2019-06-30,0.0
2019-07-01,-0.6074640217
2019-07-02,-0.3277686243
2019-07-03,-0.5917871667
2019-07-04,-0.2751980045
2019-07-05,-0.4043886605
2019-07-06,0.0
2019-07-07,0.0
2019-07-08,-0.4070406849
2019-07-09,-0.3138787206
2019-07-10,-0.1959545072
2019-07-11,-0.288535793
2019-07-12,-0.2215977572
2019-07-13,0.0
2019-07-14,0.0
2019-07-15,0.237828945
2019-07-16,-0.02864965486
2019-07-17,0.1137064307
2019-07-18,0.1667911665
2019-07-19,0.01163734958
2019-07-20,0.0
2019-07-21,0.0
2019-07-22,-0.3474083504
2019-07-23,-0.2241746161
2019-07-24,-0.5517315358
2019-07-25,-0.6783698655
2019-07-26,-0.5861913045
2019-07-27,0.0
2019-07-28,0.0
2019-07-29,-1.216072909
2019-07-30,-0.6001563628
2019-07-31,-0.4186852476
2019-08-01,-0.1847795069
2019-08-02,-0.5935716476
2019-08-03,0.0
2019-08-04,0.0
2019-08-05,0.5499987843
2019-08-06,-0.2028723908
2019-08-07,-0.1229402565
2019-08-08,-0.4428279058
2019-08-09,-0.3470590756
2019-08-10,0.0
2019-08-11,0.0
2019-08-12,0.005455755588
2019-08-13,-0.1111976
2019-08-14,-0.09193767148
2019-08-15,-0.1446847629
2019-08-16,-0.03802132135
2019-08-17,0.0
2019-08-18,0.0
2019-08-19,-0.140810636
2019-08-20,0.03276825465
2019-08-21,0.1870716325
2019-08-22,0.3771452342
2019-08-23,0.1568934156
2019-08-24,0.0
2019-08-25,2.328666488e-06
2019-08-26,-0.4166632439
2019-08-27,0.141979545
2019-08-28,0.07436859905
2019-08-29,0.2304740788
2019-08-30,0.1516534525
2019-08-31,1.342703775e-05
2019-09-01,-0.0006408578208
2019-09-02,-0.1964471525
2019-09-03,0.3380426929
2019-09-04,0.143330459
2019-09-05,1.41
2019-09-06,-0.1085609161
2019-09-07,0.0
2019-09-08,0.0
2019-09-09,-0.1768997884
2019-09-10,0.512145181
2019-09-11,-0.08305053515
2019-09-12,0.7676420667
2019-09-13,0.1714829327
2019-09-14,0.0
2019-09-15,0.0
2019-09-16,-0.3583145184
2019-09-17,0.02121157488
2019-09-18,-0.04271667253
2019-09-19,0.5185649105
2019-09-20,0.05936286731
2019-09-21,0.0
2019-09-22,0.0
2019-09-23,-0.3535669179
2019-09-24,0.4027536914
2019-09-25,-0.2910177154
2019-09-26,0.03341782372
2019-09-27,0.06427873064
2019-09-28,0.0
2019-09-29,3.929316756e-06
2019-09-30,0.01005202914
2019-10-01,-0.1438848416
2019-10-02,-0.001976342889
2019-10-03,0.1340943337
2019-10-04,0.1126658841
2019-10-05,0.0
2019-10-06,0.0005728044408
2019-10-07,-0.1576182335
2019-10-08,0.06873475439
2019-10-09,0.1451920768
2019-10-10,0.3043400532
2019-10-11,0.2229896598
2019-10-12,0.0
2019-10-13,0.0
2019-10-14,0.1773592227
2019-10-15,0.2611553842
2019-10-16,0.113778388
2019-10-17,0.03032859802
2019-10-18,0.07780354397
2019-10-19,0.0
2019-10-20,0.0
2019-10-21,-0.5488158962
2019-10-22,0.1001974913
2019-10-23,-0.1440355736
2019-10-24,-0.1926095296
2019-10-25,-0.2674153231
2019-10-26,0.0
2019-10-27,0.0
2019-10-28,-0.360269163
2019-10-29,-0.03445347309
2019-10-30,0.141121698
2019-10-31,0.3998645505
2019-11-01,0.1082933313
2019-11-02,-0.0001704688862
2019-11-03,-4.267412317e-05
2019-11-04,-2.884219421e-07
2019-11-05,-0.2278284317
2019-11-06,-0.1795768248
2019-11-07,0.08612059654
2019-11-08,0.1865235827
2019-11-09,0.0
2019-11-10,0.0
2019-11-11,-0.03480111947
2019-11-12,-0.3784509296
